App Id,Name,Developers,Publishers,Metascores,Genres,Tags,Price,clean_genres,clean_tags,min owners,max owners,Hit
380,Half-Life 2: Episode One,Valve,Valve,87%,['Action'],"['FPS', 'Action', 'Sci-fi', 'Singleplayer', 'Story Rich', 'First-Person', 'Shooter', 'Classic', 'Dystopian ', 'Adventure', 'Aliens', 'Zombies', 'Episodic', 'Atmospheric', 'Great Soundtrack', 'Silent Protagonist', 'Short', 'Puzzle', 'Cinematic', 'Moddable']",$7.99 ,['Action'],"['FPS','Action','Sci-fi','Singleplayer','Story_Rich','First-Person','Shooter','Classic','Dystopian_','Adventure','Aliens','Zombies','Episodic','Atmospheric','Great_Soundtrack','Silent_Protagonist','Short','Puzzle','Cinematic','Moddable']",5000000,10000000,1.0
400,Portal,Valve,Valve,90%,['Action'],"['Puzzle', 'Puzzle-Platformer', '3D Platformer', 'First-Person', 'Singleplayer', 'Sci-fi', 'Comedy', 'Female Protagonist', 'Action', 'Funny', 'Physics', 'Story Rich', 'Platformer', 'Classic', 'Science', 'FPS', 'Atmospheric', 'Short', 'Adventure', 'Dark Humor']",$9.99 ,['Action'],"['Puzzle','Puzzle-Platformer','3D_Platformer','First-Person','Singleplayer','Sci-fi','Comedy','Female_Protagonist','Action','Funny','Physics','Story_Rich','Platformer','Classic','Science','FPS','Atmospheric','Short','Adventure','Dark_Humor']",5000000,10000000,1.0
410,Portal: First Slice,Valve,Valve,90%,['Action'],"['Puzzle', 'First-Person', 'Singleplayer', 'Sci-fi', 'Comedy', 'Female Protagonist', 'Funny', 'Physics', 'Action', 'Story Rich', 'Platformer', 'Classic', 'Science', 'FPS', 'Atmospheric', 'Short', 'Masterpiece', 'Adventure', 'Dark Humor', 'Great Soundtrack']",$0.00 ,['Action'],"['Puzzle','First-Person','Singleplayer','Sci-fi','Comedy','Female_Protagonist','Funny','Physics','Action','Story_Rich','Platformer','Classic','Science','FPS','Atmospheric','Short','Masterpiece','Adventure','Dark_Humor','Great_Soundtrack']",0,20000,0.0
420,Half-Life 2: Episode Two,Valve,Valve,90%,['Action'],"['FPS', 'Action', 'Sci-fi', 'Singleplayer', 'Shooter', 'Story Rich', 'First-Person', 'Classic', 'Adventure', 'Aliens', 'Atmospheric', 'Zombies', 'Silent Protagonist', 'Great Soundtrack', 'Dystopian ', 'Post-apocalyptic', 'Episodic', 'Puzzle', 'Horror', 'Multiplayer']",$7.99 ,['Action'],"['FPS','Action','Sci-fi','Singleplayer','Shooter','Story_Rich','First-Person','Classic','Adventure','Aliens','Atmospheric','Zombies','Silent_Protagonist','Great_Soundtrack','Dystopian_','Post-apocalyptic','Episodic','Puzzle','Horror','Multiplayer']",5000000,10000000,1.0
440,Team Fortress 2,Valve,Valve,92%,"['Action', 'Free to Play']","['Free to Play', 'Hero Shooter', 'Multiplayer', 'FPS', 'Shooter', 'Action', 'Class-Based', 'Team-Based', 'Funny', 'First-Person', 'Online Co-Op', 'Cartoony', 'Competitive', 'Trading', 'Co-op', 'Comedy', 'Robots', 'Tactical', 'Cartoon', 'Crafting']",$0.00 ,"['Action','Free_to_Play']","['Free_to_Play','Hero_Shooter','Multiplayer','FPS','Shooter','Action','Class-Based','Team-Based','Funny','First-Person','Online_Co-Op','Cartoony','Competitive','Trading','Co-op','Comedy','Robots','Tactical','Cartoon','Crafting']",50000000,100000000,1.0
500,Left 4 Dead,Valve,Valve,89%,['Action'],"['Zombies', 'Co-op', 'Multiplayer', 'FPS', 'Action', 'Shooter', 'Online Co-Op', 'Horror', 'Team-Based', 'Survival', 'First-Person', 'Post-apocalyptic', 'Singleplayer', 'Atmospheric', 'Adventure', 'Tactical', 'Moddable', 'Competitive', 'Replay Value', 'Female Protagonist']",$9.99 ,['Action'],"['Zombies','Co-op','Multiplayer','FPS','Action','Shooter','Online_Co-Op','Horror','Team-Based','Survival','First-Person','Post-apocalyptic','Singleplayer','Atmospheric','Adventure','Tactical','Moddable','Competitive','Replay_Value','Female_Protagonist']",5000000,10000000,1.0
550,Left 4 Dead 2,Valve,Valve,89%,['Action'],"['Zombies', 'Co-op', 'FPS', 'Multiplayer', 'Shooter', 'Action', 'Online Co-Op', 'Survival', 'Horror', 'First-Person', 'Gore', 'Team-Based', 'Survival Horror', 'Moddable', 'Post-apocalyptic', 'Singleplayer', 'Adventure', 'Local Co-Op', 'Replay Value', 'Tactical']",$9.99 ,['Action'],"['Zombies','Co-op','FPS','Multiplayer','Shooter','Action','Online_Co-Op','Survival','Horror','First-Person','Gore','Team-Based','Survival_Horror','Moddable','Post-apocalyptic','Singleplayer','Adventure','Local_Co-Op','Replay_Value','Tactical']",20000000,50000000,1.0
570,Dota 2,Valve,Valve,90%,"['Action', 'Free to Play', 'Strategy']","['Free to Play', 'MOBA', 'Multiplayer', 'Strategy', 'e-sports', 'Team-Based', 'Competitive', 'Action', 'Online Co-Op', 'PvP', 'Difficult', 'Co-op', 'RTS', 'Tower Defense', 'RPG', 'Fantasy', 'Character Customization', 'Replay Value', 'Action RPG', 'Simulation']",$0.00 ,"['Action','Free_to_Play','Strategy']","['Free_to_Play','MOBA','Multiplayer','Strategy','e-sports','Team-Based','Competitive','Action','Online_Co-Op','PvP','Difficult','Co-op','RTS','Tower_Defense','RPG','Fantasy','Character_Customization','Replay_Value','Action_RPG','Simulation']",100000000,200000000,1.0
620,Portal 2,Valve,Valve,95%,"['Action', 'Adventure']","['Platformer', 'Dark Humor', 'Puzzle-Platformer', 'First-Person', 'Puzzle', 'Story Rich', 'Female Protagonist', '3D Platformer', 'Funny', 'Action-Adventure', 'FPS', 'Action', 'Physics', 'Level Editor', 'Co-op', 'Sci-fi', 'Science', 'Atmospheric', 'Comedy', 'Adventure']",$9.99 ,"['Action','Adventure']","['Platformer','Dark_Humor','Puzzle-Platformer','First-Person','Puzzle','Story_Rich','Female_Protagonist','3D_Platformer','Funny','Action-Adventure','FPS','Action','Physics','Level_Editor','Co-op','Sci-fi','Science','Atmospheric','Comedy','Adventure']",10000000,20000000,1.0
630,Alien Swarm,Valve,Valve,77%,['Action'],"['Free to Play', 'Co-op', 'Action', 'Multiplayer', 'Online Co-Op', 'Aliens', 'Shooter', 'Sci-fi', 'Top-Down', 'Top-Down Shooter', 'Survival', 'Third Person', 'Class-Based', 'PvE', 'Team-Based', 'Third-Person Shooter', 'Moddable', 'Singleplayer', 'Adventure', 'Strategy']",$0.00 ,['Action'],"['Free_to_Play','Co-op','Action','Multiplayer','Online_Co-Op','Aliens','Shooter','Sci-fi','Top-Down','Top-Down_Shooter','Survival','Third_Person','Class-Based','PvE','Team-Based','Third-Person_Shooter','Moddable','Singleplayer','Adventure','Strategy']",2000000,5000000,1.0
659,Portal 2,Valve,Valve,95%,"['Action', 'Adventure']","['Puzzle', 'Co-op', 'First-Person', 'Sci-fi', 'Comedy', 'Singleplayer', 'Online Co-Op', 'Funny', 'Adventure', 'Science', 'Female Protagonist', 'Story Rich', 'Action', 'Multiplayer', 'Atmospheric', 'Masterpiece', 'Local Co-Op', 'FPS', 'Strategy', 'Space']",$19.99 ,"['Action','Adventure']","['Puzzle','Co-op','First-Person','Sci-fi','Comedy','Singleplayer','Online_Co-Op','Funny','Adventure','Science','Female_Protagonist','Story_Rich','Action','Multiplayer','Atmospheric','Masterpiece','Local_Co-Op','FPS','Strategy','Space']",0,20000,0.0
730,Counter-Strike: Global Offensive,Valve,Valve,83%,"['Action', 'Free to Play']","['FPS', 'Shooter', 'Multiplayer', 'Competitive', 'Action', 'Team-Based', 'e-sports', 'Tactical', 'First-Person', 'PvP', 'Online Co-Op', 'Co-op', 'Strategy', 'Military', 'War', 'Difficult', 'Trading', 'Realistic', 'Fast-Paced', 'Moddable']",$0.00 ,"['Action','Free_to_Play']","['FPS','Shooter','Multiplayer','Competitive','Action','Team-Based','e-sports','Tactical','First-Person','PvP','Online_Co-Op','Co-op','Strategy','Military','War','Difficult','Trading','Realistic','Fast-Paced','Moddable']",100000000,200000000,1.0
1002,Rag Doll Kung Fu,Mark Healey,Mark Healey,69%,['Indie'],"['2D Fighter', 'Martial Arts', 'Multiplayer', 'Intentionally Awkward Controls', 'Indie', 'Physics', 'Singleplayer', 'Action', 'Fighting', '2D']",$9.99 ,['Indie'],"['2D_Fighter','Martial_Arts','Multiplayer','Intentionally_Awkward_Controls','Indie','Physics','Singleplayer','Action','Fighting','2D']",0,20000,0.0
1003,Rag Doll Kung Fu Demo,Mark Healey,Mark Healey,69%,['Indie'],"['Indie', 'Fighting', 'Multiplayer']",$0.00 ,['Indie'],"['Indie','Fighting','Multiplayer']",0,20000,0.0
1200,Red Orchestra: Ostfront 41-45,Tripwire Interactive,Tripwire Interactive,81%,['Action'],"['World War II', 'Action', 'FPS', 'Realistic', 'Multiplayer', 'Singleplayer', 'Shooter', 'War', 'Tactical', 'Military', 'Simulation', 'Historical', 'Team-Based', 'Classic', 'Strategy', 'Atmospheric', 'First-Person', 'Tanks', 'Survival']",$4.99 ,['Action'],"['World_War_II','Action','FPS','Realistic','Multiplayer','Singleplayer','Shooter','War','Tactical','Military','Simulation','Historical','Team-Based','Classic','Strategy','Atmospheric','First-Person','Tanks','Survival']",500000,1000000,1.0
1250,Killing Floor,Tripwire Interactive,Tripwire Interactive,72%,['Action'],"['FPS', 'Zombies', 'Co-op', 'Survival', 'Horror', 'Action', 'Multiplayer', 'Online Co-Op', 'Gore', 'Shooter', 'Team-Based', 'First-Person', 'Survival Horror', 'Moddable', 'Great Soundtrack', 'Class-Based', 'Singleplayer', 'Difficult', 'Comedy', 'Adventure']",$19.99 ,['Action'],"['FPS','Zombies','Co-op','Survival','Horror','Action','Multiplayer','Online_Co-Op','Gore','Shooter','Team-Based','First-Person','Survival_Horror','Moddable','Great_Soundtrack','Class-Based','Singleplayer','Difficult','Comedy','Adventure']",2000000,5000000,1.0
1300,SiN Episodes: Emergence,Ritual Entertainment,Ritual Entertainment,75%,['Action'],"['Action', 'FPS', 'Cyberpunk', 'Sci-fi', 'Classic', 'Shooter', 'Singleplayer', 'First-Person', 'Episodic', 'Short', 'Old School', 'Gore', 'Futuristic']",$9.99 ,['Action'],"['Action','FPS','Cyberpunk','Sci-fi','Classic','Shooter','Singleplayer','First-Person','Episodic','Short','Old_School','Gore','Futuristic']",100000,200000,1.0
1500,Darwinia,Introversion Software,Introversion Software,84%,"['Indie', 'Strategy']","['Strategy', 'Indie', 'RTS', 'Singleplayer', 'Retro', 'Story Rich', 'Action', 'Top-Down', 'Atmospheric']",$9.99 ,"['Indie','Strategy']","['Strategy','Indie','RTS','Singleplayer','Retro','Story_Rich','Action','Top-Down','Atmospheric']",500000,1000000,1.0
1502,Darwinia Demo,Introversion Software,Introversion Software,84%,"['Strategy', 'Indie']","['Strategy', 'Indie', 'RTS', 'Singleplayer', 'Retro', 'Story Rich', 'Action', 'Top-Down', 'Atmospheric']",$0.00 ,"['Strategy','Indie']","['Strategy','Indie','RTS','Singleplayer','Retro','Story_Rich','Action','Top-Down','Atmospheric']",0,20000,0.0
1510,Uplink,Introversion Software,Introversion Software,75%,"['Indie', 'Strategy']","['Hacking', 'Indie', 'Strategy', 'Singleplayer', 'Cyberpunk', 'Great Soundtrack', 'Simulation', 'Classic', 'Sci-fi', 'Real-Time with Pause', '2D', 'Experimental', 'Atmospheric', 'Story Rich', 'Addictive', 'Perma Death', 'Puzzle', 'Rogue-like']",$9.99 ,"['Indie','Strategy']","['Hacking','Indie','Strategy','Singleplayer','Cyberpunk','Great_Soundtrack','Simulation','Classic','Sci-fi','Real-Time_with_Pause','2D','Experimental','Atmospheric','Story_Rich','Addictive','Perma_Death','Puzzle','Rogue-like']",500000,1000000,1.0
1520,DEFCON,Introversion Software,Introversion Software,84%,"['Indie', 'Strategy']","['Strategy', 'Indie', 'Wargame', 'Cold War', 'Multiplayer', 'Real-Time with Pause', 'Simulation', 'RTS', 'War', 'Atmospheric', 'Psychological Horror', 'Diplomacy', '2D', 'Tactical', 'Singleplayer', 'Great Soundtrack', 'Horror', 'Addictive', 'Dark', 'Military']",$9.99 ,"['Indie','Strategy']","['Strategy','Indie','Wargame','Cold_War','Multiplayer','Real-Time_with_Pause','Simulation','RTS','War','Atmospheric','Psychological_Horror','Diplomacy','2D','Tactical','Singleplayer','Great_Soundtrack','Horror','Addictive','Dark','Military']",500000,1000000,1.0
1522,DEFCON Demo,Introversion Software,Introversion Software,84%,"['Strategy', 'Indie']","['Strategy', 'Indie', 'Wargame', 'Multiplayer', 'Cold War', 'Real-Time with Pause', 'Simulation', 'RTS', 'Atmospheric', 'War', 'Diplomacy', '2D', 'Tactical', 'Singleplayer', 'Great Soundtrack', 'Addictive', 'Psychological Horror', 'Horror']",$0.00 ,"['Strategy','Indie']","['Strategy','Indie','Wargame','Multiplayer','Cold_War','Real-Time_with_Pause','Simulation','RTS','Atmospheric','War','Diplomacy','2D','Tactical','Singleplayer','Great_Soundtrack','Addictive','Psychological_Horror','Horror']",0,20000,0.0
1530,Multiwinia,Introversion Software,Introversion Software,76%,['Indie'],"['Indie', 'RTS', 'Strategy', 'Multiplayer', 'Singleplayer', 'Retro']",$9.99 ,['Indie'],"['Indie','RTS','Strategy','Multiplayer','Singleplayer','Retro']",500000,1000000,1.0
1540,Multiwinia Demo,Introversion Software,Introversion Software,76%,['Indie'],"['Indie', 'RTS', 'Strategy', 'Multiplayer', 'Retro', 'Singleplayer']",$0.00 ,['Indie'],"['Indie','RTS','Strategy','Multiplayer','Retro','Singleplayer']",0,20000,0.0
1600,Dangerous Waters,Sonalysts,Strategy First,82%,['Strategy'],"['Strategy', 'Naval Combat', 'Simulation', 'Naval', 'Submarine', 'Multiplayer', 'Military']",$2.99 ,['Strategy'],"['Strategy','Naval_Combat','Simulation','Naval','Submarine','Multiplayer','Military']",50000,100000,0.0
1610,Space Empires IV Deluxe,Malfador Machinations,Strategy First,79%,['Strategy'],"['Strategy', '4X', 'Sci-fi', 'Space', 'Turn-Based Strategy', 'Turn-Based', 'Singleplayer']",$1.99 ,['Strategy'],"['Strategy','4X','Sci-fi','Space','Turn-Based_Strategy','Turn-Based','Singleplayer']",50000,100000,0.0
1630,Disciples II: Rise of the Elves ,Strategy First,Strategy First,80%,['Strategy'],"['Strategy', 'Turn-Based Strategy', 'Classic', 'Turn-Based', 'Fantasy', 'Atmospheric', 'Dark Fantasy', 'Great Soundtrack', 'RPG']",$1.39 ,['Strategy'],"['Strategy','Turn-Based_Strategy','Classic','Turn-Based','Fantasy','Atmospheric','Dark_Fantasy','Great_Soundtrack','RPG']",100000,200000,1.0
1640,Disciples II: Gallean's Return,Strategy First,Strategy First,84%,['Strategy'],"['Turn-Based Strategy', 'Strategy', 'Classic', 'Atmospheric', 'Dark Fantasy', 'Turn-Based', 'Fantasy', 'Tactical', 'RPG', 'Gothic', 'Great Soundtrack', 'Multiplayer', 'Isometric']",$1.39 ,['Strategy'],"['Turn-Based_Strategy','Strategy','Classic','Atmospheric','Dark_Fantasy','Turn-Based','Fantasy','Tactical','RPG','Gothic','Great_Soundtrack','Multiplayer','Isometric']",100000,200000,1.0
1670,Iron Warriors: T - 72 Tank Command ,Strategy First,Strategy First,56%,['Strategy'],"['Simulation', 'Strategy', 'Tanks', 'Military', 'Singleplayer']",$4.99 ,['Strategy'],"['Simulation','Strategy','Tanks','Military','Singleplayer']",20000,50000,0.0
1690,Space Empires V,Malfador Machinations,Strategy First,68%,['Strategy'],"['Strategy', '4X', 'Space', 'Turn-Based', 'Sci-fi', 'Singleplayer', 'Turn-Based Strategy', 'Multiplayer']",$2.99 ,['Strategy'],"['Strategy','4X','Space','Turn-Based','Sci-fi','Singleplayer','Turn-Based_Strategy','Multiplayer']",50000,100000,0.0
1700,Arx Fatalis,Arkane Studios,Arkane Studios,77%,['RPG'],"['RPG', 'First-Person', 'Classic', 'Atmospheric', 'Fantasy', 'Dark Fantasy', 'Singleplayer', 'Underground', 'Immersive Sim', 'Adventure', 'Action', 'Story Rich', 'Exploration', 'Magic', 'Dungeon Crawler', 'Horror', 'Action RPG', 'Stealth', 'Open World', 'Inventory Management']",$4.99 ,['RPG'],"['RPG','First-Person','Classic','Atmospheric','Fantasy','Dark_Fantasy','Singleplayer','Underground','Immersive_Sim','Adventure','Action','Story_Rich','Exploration','Magic','Dungeon_Crawler','Horror','Action_RPG','Stealth','Open_World','Inventory_Management']",200000,500000,1.0
1710,Arx Fatalis Demo,Arkane Studios,Arkane Studios,77%,['RPG'],"['RPG', 'First-Person', 'Classic', 'Atmospheric', 'Fantasy', 'Dark Fantasy', 'Singleplayer', 'Underground', 'Action', 'Adventure', 'Story Rich', 'Masterpiece', 'Exploration', 'Immersive Sim', 'Dungeon Crawler', 'Horror', 'Magic', 'Stealth', 'Action RPG']",$0.00 ,['RPG'],"['RPG','First-Person','Classic','Atmospheric','Fantasy','Dark_Fantasy','Singleplayer','Underground','Action','Adventure','Story_Rich','Masterpiece','Exploration','Immersive_Sim','Dungeon_Crawler','Horror','Magic','Stealth','Action_RPG']",0,20000,0.0
1900,Earth 2160,Reality Pump Studios,Topware Interactive,73%,['Strategy'],"['Base-Building', 'Space', 'Real-Time', 'RTS', 'Action RPG', 'Strategy', 'Post-apocalyptic', 'Historical', 'Action', 'Simulation', 'Pixel Graphics', 'Sci-fi', 'Atmospheric', 'Aliens', 'Futuristic', 'Resource Management', 'Co-op', 'Multiplayer', 'Singleplayer', 'Tactical RPG']",$4.99 ,['Strategy'],"['Base-Building','Space','Real-Time','RTS','Action_RPG','Strategy','Post-apocalyptic','Historical','Action','Simulation','Pixel_Graphics','Sci-fi','Atmospheric','Aliens','Futuristic','Resource_Management','Co-op','Multiplayer','Singleplayer','Tactical_RPG']",500000,1000000,1.0
1930,Two Worlds Epic Edition,Reality Pump Studios,Topware Interactive,65%,['RPG'],"['RPG', 'Open World', 'Fantasy', 'Third Person', 'Singleplayer', 'Multiplayer', 'Adventure', 'Action', 'Medieval', 'Action RPG', 'Story Rich', 'Character Customization', 'Dark Fantasy', 'Magic', 'Hack and Slash', 'Co-op']",$9.99 ,['RPG'],"['RPG','Open_World','Fantasy','Third_Person','Singleplayer','Multiplayer','Adventure','Action','Medieval','Action_RPG','Story_Rich','Character_Customization','Dark_Fantasy','Magic','Hack_and_Slash','Co-op']",500000,1000000,1.0
2100,Dark Messiah of Might & Magic,Arkane Studios,Ubisoft,72%,"['Action', 'RPG']","['RPG', 'First-Person', 'Action', 'Fantasy', 'Adventure', 'Dark Fantasy', 'Swordplay', 'Magic', 'Classic', 'Singleplayer', 'Stealth', 'Multiple Endings', 'Story Rich', 'Medieval', 'Atmospheric', 'Action RPG', 'Gore', 'Hack and Slash', 'Multiplayer', 'Immersive Sim']",$9.99 ,"['Action','RPG']","['RPG','First-Person','Action','Fantasy','Adventure','Dark_Fantasy','Swordplay','Magic','Classic','Singleplayer','Stealth','Multiple_Endings','Story_Rich','Medieval','Atmospheric','Action_RPG','Gore','Hack_and_Slash','Multiplayer','Immersive_Sim']",1000000,2000000,1.0
2120,Dark Messiah Singleplayer Demo,Arkane Studios,Ubisoft,72%,"['RPG', 'Action']","['RPG', 'First-Person', 'Action', 'Fantasy', 'Adventure', 'Dark Fantasy', 'Swordplay', 'Magic', 'Classic', 'Masterpiece', 'Stealth', 'Multiple Endings', 'Singleplayer', 'Story Rich', 'Medieval', 'Atmospheric', 'Action RPG', 'Gore', 'Hack and Slash', 'Multiplayer']",$0.00 ,"['RPG','Action']","['RPG','First-Person','Action','Fantasy','Adventure','Dark_Fantasy','Swordplay','Magic','Classic','Masterpiece','Stealth','Multiple_Endings','Singleplayer','Story_Rich','Medieval','Atmospheric','Action_RPG','Gore','Hack_and_Slash','Multiplayer']",0,20000,0.0
2130,Dark Messiah of Might & Magic,Arkane Studios,Ubisoft,72%,"['Action', 'RPG']","['RPG', 'First-Person', 'Action', 'Fantasy', 'Adventure', 'Dark Fantasy', 'Swordplay', 'Magic', 'Classic', 'Masterpiece', 'Stealth', 'Multiple Endings', 'Singleplayer', 'Story Rich', 'Medieval', 'Atmospheric', 'Action RPG', 'Gore', 'Hack and Slash', 'Multiplayer']",$9.99 ,"['Action','RPG']","['RPG','First-Person','Action','Fantasy','Adventure','Dark_Fantasy','Swordplay','Magic','Classic','Masterpiece','Stealth','Multiple_Endings','Singleplayer','Story_Rich','Medieval','Atmospheric','Action_RPG','Gore','Hack_and_Slash','Multiplayer']",1000000,2000000,1.0
2210,Quake IV,RavenSoft / id Software,Bethesda Softworks,81%,['Action'],"['FPS', 'Action', 'Shooter', 'Sci-fi', 'Horror', 'Singleplayer', 'Classic', 'Multiplayer', 'Gore', 'First-Person', 'Fast-Paced', 'Dark', 'Atmospheric', 'Arena Shooter', 'Adventure', 'Moddable', 'Aliens']",$14.99 ,['Action'],"['FPS','Action','Shooter','Sci-fi','Horror','Singleplayer','Classic','Multiplayer','Gore','First-Person','Fast-Paced','Dark','Atmospheric','Arena_Shooter','Adventure','Moddable','Aliens']",200000,500000,1.0
2300,DOOM II,id Software,id Software,83%,['Action'],"['Classic', 'FPS', 'Action', ""1990's"", 'Shooter', 'Retro', 'Demons', 'Moddable', 'Gore', 'Violent', 'First-Person', 'Sci-fi', 'Old School', 'Singleplayer', 'Multiplayer', 'Great Soundtrack', 'Pixel Graphics', 'Horror', 'Zombies', 'Online Co-Op']",$4.99 ,['Action'],"['Classic','FPS','Action',""1990's"",'Shooter','Retro','Demons','Moddable','Gore','Violent','First-Person','Sci-fi','Old_School','Singleplayer','Multiplayer','Great_Soundtrack','Pixel_Graphics','Horror','Zombies','Online_Co-Op']",500000,1000000,1.0
